"","SN01_1","SN02_1","SN09_1","SN12_1","SN17_1","SN11","SN06_1","SN16_1","SN18_2","SN15_1","SN05_1","SN08","SN13_4","SN04_1","SN10_1"
"ENSG00000105676",1210,433,810,673,884,859,505,692,421,849,890,949,597,535,484
"ENSG00000181035",74,268,92,176,164,294,245,222,174,156,155,130,428,319,120
"ENSG00000064545",778,700,513,388,349,577,349,556,345,419,695,357,481,286,185
"ENSG00000213999",129,77,83,78,69,141,178,99,46,43,23,1,175,72,63
"ENSG00000254901",262,127,195,112,231,244,126,365,338,201,99,241,182,428,156
"ENSG00000064490",512,399,498,554,636,645,473,635,608,532,625,478,513,351,382
"ENSG00000184162",414,404,386,261,407,393,217,204,280,383,501,195,353,242,142
"ENSG00000160161",7,88,17,0,0,0,0,5,5,6,18,11,6,15,5
"ENSG00000105717",105,200,244,354,344,473,260,182,205,247,210,48,95,86,136
"ENSG00000186010",941,671,822,804,579,693,662,971,671,623,2257,1370,1093,466,647
"ENSG00000250067",128,60,65,551,92,1041,711,18,321,224,27,47,1329,66,828
"ENSG00000178093",35,80,45,46,77,126,88,45,47,32,42,89,104,30,73
"ENSG00000130287",0,0,0,0,0,2,0,2,0,2,3,0,0,0,0
"ENSG00000187664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213996",10,56,14,2,11,25,34,3,32,0,6,6,28,44,142
"ENSG00000105705",1015,859,620,792,765,1062,993,771,787,692,725,565,1248,676,850
"ENSG00000129933",2133,2298,1400,2020,1753,3562,3347,1714,1637,1332,1311,1369,4773,1692,1996
"ENSG00000167491",3725,1347,2896,3759,2891,2876,2277,3141,2335,3333,3467,2077,2824,2043,2753
"ENSG00000064547",334,331,361,601,425,681,382,442,348,547,319,254,314,364,412
"ENSG00000181896",805,952,609,569,770,501,546,433,559,488,910,577,486,888,750
"ENSG00000089639",967,995,956,1164,937,1861,1102,1225,855,981,444,696,1706,1100,1498
"ENSG00000105726",2813,2459,1797,2276,1723,3198,2775,2347,1905,1838,1844,1781,3370,1989,1953
"ENSG00000105708",563,541,482,337,681,436,321,424,513,359,685,656,368,464,275
"ENSG00000081665",2740,1957,1477,1779,3143,1655,1781,2353,1966,1558,2999,1894,1409,1826,1794
"ENSG00000256771",1127,624,579,599,1072,603,427,805,411,208,1235,340,293,527,165
"ENSG00000184635",339,208,93,65,93,196,172,193,523,221,610,343,85,193,48
"ENSG00000197124",388,215,288,279,194,191,208,332,557,126,460,192,217,332,293
"ENSG00000213988",206,88,65,7,196,42,37,78,248,69,224,14,180,126,94
"ENSG00000188171",51,309,129,25,89,78,132,61,121,27,167,32,429,284,129
"ENSG00000256229",957,626,67,227,612,177,90,2221,1011,508,1138,2283,224,299,193
"ENSG00000237440",909,662,658,716,122,631,601,882,1397,604,445,1438,724,821,761
"ENSG00000160229",1013,312,271,362,211,308,291,387,578,335,229,324,150,255,259
"ENSG00000105750",0,39,47,61,90,42,48,53,73,13,26,74,50,98,52
"ENSG00000196109",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
"ENSG00000197134",7,48,35,12,33,0,68,19,377,94,48,2,18,22,61
"ENSG00000160321",28,172,143,40,44,81,160,86,152,23,40,76,245,76,57
"ENSG00000229676",5,27,10,57,0,0,14,0,24,9,6,5,40,16,51
"ENSG00000197360",0,1,0,0,0,3,1,0,6,0,0,0,5,0,3
"ENSG00000213973",6,36,0,0,8,0,2,0,7,0,5,0,1,0,0
"ENSG00000183850",86,38,4,9,3,11,9,73,36,52,0,27,26,22,19
"ENSG00000118620",1250,783,514,659,1032,466,442,715,671,598,1223,772,327,631,520
"ENSG00000160352",1011,770,619,883,744,320,154,1090,1018,733,1550,611,597,581,714
"ENSG00000196705",3299,1981,915,1631,1402,1588,1185,1998,1416,1531,1988,1734,913,1078,1154
"ENSG00000172687",482,348,381,388,184,268,269,358,358,348,794,488,219,230,192
"ENSG00000197013",505,137,124,395,635,391,400,288,700,436,244,487,243,459,300
"ENSG00000197020",811,483,406,486,347,150,354,396,342,349,1170,510,231,221,182
"ENSG00000198521",926,742,224,418,112,679,550,412,1201,499,257,1427,708,607,465
"ENSG00000182141",2260,1224,969,1034,1574,1155,717,1310,1510,938,1410,1391,610,1035,742
"ENSG00000196268",2188,1260,687,1975,3253,989,1406,910,1710,1467,1716,1492,1079,1165,592
"ENSG00000197372",1299,550,562,704,1225,657,583,745,1040,661,404,1123,457,648,921
"ENSG00000196172",607,462,133,352,429,122,260,514,645,514,73,805,184,242,273
"ENSG00000283201",768,951,410,472,663,582,560,258,370,531,362,884,916,658,504
"ENSG00000167232",23448,22254,7595,18278,32122,18067,15780,14021,20598,14289,26405,12163,14608,20811,20064
"ENSG00000196081",551,311,284,331,374,227,151,412,481,482,595,444,45,154,244
"ENSG00000213967",14,60,82,11,25,0,396,20,330,67,40,5,178,27,61
"ENSG00000213096",1768,912,695,1128,1784,413,1284,1192,1888,1060,323,2376,433,888,780
"ENSG00000169021",1803,1452,3834,1696,2659,1103,928,1999,1314,3093,7287,3880,1122,1635,1263
"ENSG00000166289",41,286,169,158,70,82,100,191,33,14,127,165,94,139,18
"ENSG00000105171",514,705,1055,386,565,357,304,441,363,541,1009,713,279,372,282
"ENSG00000131943",753,1158,790,490,736,175,469,530,219,567,754,358,196,300,194
"ENSG00000105173",176,285,620,141,175,161,78,149,168,193,636,117,101,110,87
"ENSG00000198597",64,95,37,18,46,129,264,74,126,9,68,20,729,436,107
"ENSG00000121297",131,338,159,115,62,113,208,185,92,37,85,43,539,297,122
"ENSG00000105176",7040,11100,6447,6534,6430,4062,1384,2324,2010,6739,5644,2785,3093,4711,2853
"ENSG00000178904",1560,2876,2304,1907,2697,742,1338,1296,1058,1531,1108,1410,684,950,761
"ENSG00000168813",4057,6590,4200,3835,3938,2329,2287,2454,3011,2199,4971,3533,2118,2791,2161
"ENSG00000021488",13,229,32,6,91,35,15,8,9,8,12,1,9,14,8
"ENSG00000173809",33,54,28,2,0,11,0,26,16,3,14,2,29,2,4
"ENSG00000105185",888,1371,2329,929,1397,324,431,986,632,1010,1609,720,328,426,238
"ENSG00000105186",2916,6321,5715,1921,2481,2799,2254,2810,2276,1856,2298,2470,2371,1912,1811
"ENSG00000186326",5,125,19,4,5,11,5,5,5,5,10,0,36,6,6
"ENSG00000213965",4171,6534,7360,2721,5421,2330,2706,2913,1878,3065,2933,2409,1964,2781,1902
"ENSG00000076650",1244,1685,1806,667,1065,939,623,916,918,706,869,858,889,714,741
"ENSG00000166359",286,354,308,185,245,366,384,189,198,172,180,227,220,190,164
"ENSG00000130876",0,43,18,0,0,0,0,0,0,0,0,4,0,4,4
"ENSG00000130881",616,779,983,177,131,240,200,320,203,207,384,305,403,168,87
"ENSG00000131944",836,1963,1441,808,771,1067,1126,2232,866,482,991,568,4600,1260,864
"ENSG00000131941",4050,7336,8959,3595,3928,2744,3266,7837,2555,3570,4034,3434,3606,2224,3018
"ENSG00000121289",1135,1778,798,921,906,1025,720,690,822,895,870,700,868,562,576
"ENSG00000245848",2570,2215,5828,1214,2643,1493,849,1510,1133,1629,1574,2019,973,1038,1155
"ENSG00000153879",4209,4399,7149,3759,5252,1656,1582,3297,2512,4045,7018,3483,1047,2919,2561
"ENSG00000124299",773,1677,2046,531,193,750,365,1068,490,645,866,1017,401,424,320
"ENSG00000153885",1013,414,269,784,579,895,693,251,562,882,716,60,858,355,417
"ENSG00000166398",1599,3145,2629,1603,1343,2021,1787,1842,1547,1266,1270,1667,2075,1319,1327
"ENSG00000105220",9036,8099,14504,7693,10208,4404,3591,7290,4353,11323,19245,8024,4588,4532,3750
"ENSG00000126249",280,226,534,149,199,158,72,131,145,193,200,188,122,77,53
"ENSG00000126261",3554,3907,6478,2313,3386,1204,988,2751,1951,3347,5669,3930,792,1224,933
"ENSG00000257103",1598,2278,2685,1115,1583,690,673,1325,1176,1334,1797,1353,614,1039,934
"ENSG00000142279",155,584,371,81,54,121,204,127,90,39,64,52,364,126,85
"ENSG00000205209",81,55,35,96,95,57,76,37,86,75,57,55,93,87,67
"ENSG00000089335",2323,1454,1119,1127,1258,1111,1130,656,1327,1149,2642,1534,967,1382,792
"ENSG00000197841",573,713,644,694,1336,504,519,457,447,574,1001,658,384,448,336
"ENSG00000153896",304,256,211,259,209,221,271,110,245,245,255,217,279,224,143
"ENSG00000168661",156,92,163,114,124,128,86,120,124,135,227,80,161,119,108
"ENSG00000180884",1647,982,959,944,1307,790,835,878,838,1159,994,1420,707,402,326
"ENSG00000105707",23,15,8,123,4,62,280,133,82,185,3,6,54,4,18
"ENSG00000179066",0,14,15,0,0,0,0,0,0,4,0,0,0,0,0
"ENSG00000089356",1127,3726,3190,5483,19083,11046,4786,1853,4482,9406,9985,2948,6314,11096,9804
"ENSG00000153902",12,38,126,15,91,164,135,6,49,15,40,0,320,156,141
"ENSG00000266964",0,4,7,2,22,25,37,11,15,5,3,0,257,102,11
"ENSG00000221946",2,9,2,0,2,0,0,4,4,0,0,0,4,7,0
"ENSG00000089327",710,946,1390,918,795,180,229,740,529,1148,227,398,190,346,139
"ENSG00000089351",4701,6572,6038,4022,2383,6113,4231,4361,2718,3598,1862,3282,4692,1340,1003
"ENSG00000105711",28,59,35,94,27,34,152,166,66,141,27,33,125,102,41
"ENSG00000177558",0,0,0,0,0,0,0,0,0,0,0,0,12,2,0
"ENSG00000105699",1871,2214,3578,2186,2642,2114,1222,1909,1424,3070,2571,1852,1974,1665,2202
"ENSG00000105697",0,16,0,5,4,6,9,0,4,0,2,2,15,10,10
"ENSG00000126251",1,0,2,0,3,0,0,3,0,0,0,7,2,0,0
"ENSG00000185897",4,0,8,0,2,4,0,11,0,0,2,2,6,0,0
"ENSG00000012124",11,405,78,43,349,39,130,128,64,11,110,34,632,691,778
"ENSG00000126262",69,48,17,37,12,7,6,49,7,15,23,37,37,10,10
"ENSG00000188508",3,0,0,0,0,5,0,0,0,0,0,0,2,0,5
"ENSG00000105698",1172,1964,1723,1400,1388,1802,1260,1414,1161,1173,1380,988,1755,1093,1302
"ENSG00000189001",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000105679",10,7,6,3,9,14,7,5,7,13,7,8,3,3,6
"ENSG00000105677",881,621,1674,497,682,354,221,725,412,859,1550,1083,167,310,153
"ENSG00000249115",622,688,869,437,254,524,495,483,468,333,334,325,832,348,343
"ENSG00000105672",7,6,19,10,17,6,23,13,4,7,37,7,8,7,16
"ENSG00000126254",971,1217,2043,888,927,851,507,999,730,1085,1015,836,747,628,620
"ENSG00000105668",0,2,1,9,0,3,9,0,1,0,5,2,0,7,1
"ENSG00000161249",352,95,30,204,227,80,139,679,450,347,55,97,325,188,136
"ENSG00000011590",22,72,52,15,10,32,30,36,18,16,33,10,54,65,47
"ENSG00000126267",1471,1170,2554,1508,2271,810,533,1625,1489,2374,4997,1861,775,1104,949
"ENSG00000161270",5,70,13,6,14,10,10,12,22,6,0,50,22,4,22
"ENSG00000126259",0,20,21,0,0,0,8,14,0,0,2,12,3,12,2
"ENSG00000105290",10,37,16,1,2,3,2,0,2,2,17,9,8,7,19
"ENSG00000004777",238,583,514,433,304,1112,615,345,498,319,192,229,1988,401,826
"ENSG00000167595",643,1018,518,760,546,773,801,791,501,694,315,265,1004,569,636
"ENSG00000272333",4214,6970,5110,4593,3074,7770,6081,4398,4111,3792,1798,2272,8561,3688,4986
"ENSG00000126246",33,105,115,63,103,50,75,83,57,31,95,55,132,178,66
"ENSG00000161265",166,117,119,113,131,196,174,131,146,82,172,60,365,172,159
"ENSG00000267796",136,259,124,134,138,233,152,84,170,130,62,67,221,138,164
"ENSG00000004776",0,210,21,13,3,16,15,11,7,6,0,12,405,130,34
"ENSG00000205155",241,346,270,166,282,209,123,175,138,214,246,239,250,159,145
"ENSG00000167604",287,506,378,326,389,501,407,454,242,281,256,144,514,302,285
"ENSG00000011600",35,188,175,17,34,7,26,88,38,21,108,25,115,89,14
"ENSG00000126264",13,44,27,14,31,1,14,22,15,0,49,0,14,50,9
"ENSG00000126243",244,389,198,331,235,347,237,305,203,277,182,210,340,227,198
"ENSG00000205138",259,327,482,268,413,329,268,223,223,338,846,408,309,297,214
"ENSG00000181392",10,614,442,26,124,155,206,387,366,405,406,335,309,168,151
"ENSG00000239382",388,719,450,347,393,559,413,332,313,352,396,231,661,302,305
"ENSG00000105270",120,514,128,198,114,233,210,172,88,101,57,61,403,278,113
"ENSG00000161277",71,143,93,124,126,176,103,118,120,124,93,75,96,59,71
"ENSG00000075702",836,741,1265,478,368,726,297,549,661,611,579,231,637,243,415
"ENSG00000105261",4,3,4,2,4,0,4,6,6,2,0,0,5,7,3
"ENSG00000105258",144,204,259,215,225,137,113,243,181,299,211,210,117,87,90
"ENSG00000105254",673,1192,1099,1002,1024,888,707,986,988,1007,1106,725,625,557,635
"ENSG00000142065",1202,1474,948,987,1669,794,710,887,938,889,1205,1201,782,999,544
"ENSG00000126247",4738,3545,8327,7352,6347,4043,2811,6903,2993,5936,6506,5110,2636,1721,1537
"ENSG00000161281",32,64,41,27,26,21,25,42,37,28,40,6,82,59,14
"ENSG00000167635",886,1317,732,1061,810,492,477,616,3113,4050,1117,5272,445,2220,1654
"ENSG00000196357",655,769,235,782,695,340,202,476,516,231,364,285,438,172,381
"ENSG00000186017",971,1197,1161,619,1102,373,337,580,386,670,735,754,195,213,156
"ENSG00000181007",58,303,201,126,64,152,131,173,272,140,529,276,215,272,100
"ENSG00000197808",149,330,152,161,173,156,146,167,198,133,181,219,144,154,109
"ENSG00000186020",539,1460,612,578,990,470,547,524,322,253,492,635,500,548,330
"ENSG00000161298",99,59,31,16,29,19,68,25,24,18,36,16,54,61,31
"ENSG00000254004",427,343,334,285,372,570,415,400,214,1326,370,372,271,622,335
"ENSG00000189042",537,670,687,537,721,541,427,311,513,383,593,494,377,396,257
"ENSG00000267041",1055,856,801,498,301,593,358,926,480,730,235,749,187,311,226
"ENSG00000197863",491,511,268,314,155,370,177,552,530,352,264,665,280,269,195
"ENSG00000251247",258,816,135,467,193,543,277,418,493,176,401,250,399,383,276
"ENSG00000185869",20,170,31,85,55,42,64,87,217,127,59,10,116,160,102
"ENSG00000198453",103,322,126,183,91,81,127,131,291,180,122,61,335,304,180
"ENSG00000197050",349,505,536,164,492,332,179,318,361,378,427,585,326,258,157
"ENSG00000245680",1261,1814,1193,667,1000,1122,1102,672,627,719,721,1404,1090,1149,1019
"ENSG00000188283",631,637,322,497,711,449,434,265,216,291,275,465,464,487,337
"ENSG00000181666",1769,1431,788,1294,1011,1851,1279,1007,1350,1505,1532,675,1388,1025,634
"ENSG00000189164",383,338,346,328,738,494,271,354,228,247,400,360,209,140,90
"ENSG00000196437",53,147,99,82,45,38,38,96,124,139,241,148,87,167,35
"ENSG00000171827",389,384,267,246,10,367,71,245,223,74,39,517,100,290,148
"ENSG00000196967",398,1041,342,678,588,505,251,625,702,428,438,886,172,392,471
"ENSG00000188227",469,150,175,95,35,400,250,100,604,246,23,264,461,124,166
"ENSG00000171817",33,100,41,83,133,35,100,38,31,75,87,49,130,162,88
"ENSG00000180479",216,480,281,185,317,212,190,187,280,250,287,334,142,266,163
"ENSG00000120784",1512,1575,1756,631,104,402,171,875,648,1231,2727,756,863,685,475
"ENSG00000198182",828,1075,706,542,959,655,372,506,617,684,1021,690,574,387,296
"ENSG00000189144",262,581,578,546,817,353,528,424,497,522,629,449,457,386,153
"ENSG00000011332",7,20,50,3,0,2,0,3,0,0,0,0,15,3,0
"ENSG00000171804",0,2,0,0,0,3,0,0,0,0,4,0,0,7,0
"ENSG00000105738",12782,28648,12922,12181,13406,18282,18099,9716,13736,10021,8821,5662,20797,18511,19001
"ENSG00000099338",86,395,113,124,207,386,203,109,174,129,124,58,431,616,203
"ENSG00000188766",19,72,38,19,10,17,19,17,5,12,18,8,30,45,24
"ENSG00000099341",1092,1599,2762,1088,1696,686,555,1330,888,1792,3182,1691,663,704,589
"ENSG00000196218",9,43,60,34,67,145,261,33,158,2,29,3,387,248,241
"ENSG00000130244",540,673,828,541,861,737,524,444,401,369,527,357,906,465,434
"ENSG00000171777",13,37,39,8,19,11,38,47,20,4,26,15,30,59,19
"ENSG00000167641",20,449,100,18,23,26,40,40,18,15,53,10,97,116,18
"ENSG00000167645",249,540,526,228,320,281,211,304,235,293,738,300,376,203,227
"ENSG00000167642",4682,6938,10688,4338,6648,4641,2404,4226,3805,4942,8814,6011,3483,2920,4219
"ENSG00000167644",527,560,296,683,2116,915,284,554,790,977,1830,376,386,737,492
"ENSG00000099337",889,1900,1097,1586,2551,2466,1377,1346,1330,1663,1528,893,1199,2217,2162
"ENSG00000104814",3841,6424,6248,2894,2602,3208,3812,4240,2038,1952,2326,1130,3896,3604,3718
"ENSG00000178982",1108,942,2165,906,1072,683,610,676,638,1249,2900,1559,947,747,549
"ENSG00000130402",7786,11186,24047,7470,8438,6491,5105,6465,5173,7650,8017,4215,4845,5487,6478
"ENSG00000182472",123,136,336,464,214,147,547,691,315,62,200,207,185,110,99
"ENSG00000205076",0,0,0,0,0,0,0,0,2,0,0,2,0,0,0
"ENSG00000178934",3,2,0,3,1,0,0,1,1,1,0,5,0,0,0
"ENSG00000171747",3638,4579,6304,7245,15615,6760,5689,4086,6565,10648,8199,6679,5557,8586,15811
"ENSG00000104823",574,517,1312,504,1127,698,419,732,577,982,1153,735,912,403,654
"ENSG00000104824",3199,3766,5506,2694,3078,1793,1857,3719,2216,3836,3654,3861,2023,1784,1595
"ENSG00000161243",0,52,17,0,5,6,21,12,6,0,13,10,55,18,8
"ENSG00000187994",128,106,437,110,153,125,68,80,126,148,154,62,0,104,0
"ENSG00000068903",218,384,459,326,0,374,190,326,271,363,0,170,451,280,69
"ENSG00000104825",188,204,341,142,171,165,0,174,0,177,0,133,176,116,149
"ENSG00000262484",0,0,0,0,0,0,24,0,9,0,0,0,0,0,19
"ENSG00000104835",265,215,200,226,139,156,70,312,251,273,304,135,174,82,187
"ENSG00000128626",263,219,520,185,237,123,0,198,175,260,682,303,124,114,92
"ENSG00000269190",10,69,16,6,4,18,25,19,11,5,11,5,93,44,11
"ENSG00000188505",5,30,12,0,15,0,2,3,4,0,4,0,4,41,12
"ENSG00000128011",19,119,45,16,36,22,49,21,10,2,23,10,44,50,13
"ENSG00000130755",72,231,155,41,94,41,105,176,63,20,252,41,129,250,131
"ENSG00000130669",1419,2285,2127,1303,1429,2363,1518,1371,1308,1358,1337,1236,2505,1639,2099
"ENSG00000090932",5,16,0,0,4,0,0,0,0,0,5,0,0,2,0
"ENSG00000176401",12,72,55,17,11,34,18,26,14,6,16,16,31,72,32
"ENSG00000176396",181,223,478,120,181,104,70,216,143,218,276,203,70,109,96
"ENSG00000105205",4,3,0,0,0,0,10,3,3,0,0,4,0,0,0
"ENSG00000105204",286,636,215,318,291,460,398,340,269,234,116,244,404,166,250
"ENSG00000105202",1287,1149,2676,883,1121,434,257,1203,962,1399,1592,1573,334,430,294
"ENSG00000179134",2932,4924,4674,2428,1767,2277,2278,2556,1767,1459,1563,1382,2811,2072,1792
"ENSG00000006712",510,985,896,687,566,743,441,840,755,645,722,528,732,521,705
"ENSG00000063322",1105,2121,2255,953,1274,836,611,1168,771,244,1490,1326,768,930,559
"ENSG00000128016",1196,1682,2726,2678,2149,3176,2742,10047,2180,890,2074,680,6081,2384,1976
"ENSG00000090924",1003,2074,1403,372,251,402,1178,1178,428,93,423,161,1036,776,549
"ENSG00000196235",3992,7276,6141,4069,3765,6220,4744,3938,3417,3640,3208,2354,6567,3878,4522
"ENSG00000105197",1645,1822,2848,918,1117,804,470,1311,891,1163,2273,1349,762,625,548
"ENSG00000105193",4484,4578,9164,3026,4125,1358,1465,4774,3531,6111,12564,6907,1804,3080,1120
"ENSG00000174521",10,0,5,2,5,0,6,0,0,0,6,7,0,0,0
"ENSG00000130758",470,923,755,535,351,659,614,509,471,364,305,253,811,301,342
"ENSG00000187187",70,115,76,64,47,13,28,14,3,22,49,24,146,182,40
"ENSG00000275395",22072,561,2625,70120,82731,86288,63491,31647,50481,219038,17637,14169,23868,38758,53581
"ENSG00000013275",715,1157,1897,624,660,445,545,806,623,590,1049,971,500,625,518
"ENSG00000128000",831,1973,1442,1435,1047,789,728,635,806,1120,2547,1701,1224,1575,1094
"ENSG00000197782",1484,1408,1298,880,886,521,616,773,836,810,1048,728,404,853,522
"ENSG00000105227",38,115,78,157,83,305,178,138,212,82,166,60,425,132,115
"ENSG00000197019",196,449,412,312,298,326,203,416,227,265,590,250,465,357,224
"ENSG00000167565",474,812,899,491,554,657,462,856,468,515,689,521,701,818,441
"ENSG00000160392",298,389,461,216,145,329,236,151,210,234,427,176,322,147,309
"ENSG00000105223",951,1958,1972,1198,1409,1212,1029,1371,1054,1518,1383,881,1631,995,914
"ENSG00000160396",0,0,0,0,0,4,0,0,4,0,0,0,6,0,0
"ENSG00000160460",5,39,0,5,6,28,11,4,18,2,22,2,209,45,43
"ENSG00000090013",370,568,1166,705,1105,610,670,572,642,701,876,430,651,619,562
"ENSG00000105219",16,185,178,17,49,11,14,29,0,6,8,23,2,2,8
"ENSG00000105221",3754,5763,6964,3066,3709,4272,4091,3832,2915,2476,3196,2959,5147,2722,2616
"ENSG00000160410",1078,1815,1831,702,803,966,964,903,898,832,1136,974,969,760,864
"ENSG00000090006",1728,5448,2009,3741,6668,4856,3935,2041,1817,2715,3664,818,7075,5795,2516
"ENSG00000197408",927,518,4300,717,1986,246,481,1229,237,244,181,916,111,117,183
"ENSG00000105245",254,962,385,295,262,606,536,257,270,193,231,98,858,362,310
"ENSG00000123815",969,1944,1541,801,937,1271,1134,881,870,730,897,701,1583,683,846
"ENSG00000086544",1463,2500,3848,870,1144,1287,1012,1831,870,722,1175,1101,1239,863,927
"ENSG00000188493",271,344,325,306,463,458,298,299,204,210,295,148,544,224,493
"ENSG00000077312",1499,1194,1360,1362,1018,1496,1265,1281,938,1362,738,840,1360,741,1235
"ENSG00000261857",40,20,13,33,29,63,54,12,37,36,13,14,95,31,39
"ENSG00000167578",492,639,519,510,480,660,665,522,641,408,450,298,1195,795,1054
"ENSG00000269858",1388,2098,1523,1026,1474,1239,1744,1414,1827,1138,1098,709,1453,1350,1376
"ENSG00000255974",4,3,7,1,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000198077",4,0,0,2,0,0,11,0,0,1,4,0,2,2,0
"ENSG00000204978",7,8,264,0,2,4,0,2,0,0,0,0,0,4,0
"ENSG00000197446",0,3,0,2,10,8,0,0,0,4,0,0,0,0,1
"ENSG00000167600",1095,1144,3086,1292,2639,1562,545,1039,1008,2806,744,1177,1087,452,683
"ENSG00000167601",379,1863,1242,216,291,340,423,841,296,349,790,177,1185,933,286
"ENSG00000105323",7758,8113,12215,6660,7711,5008,3498,7654,5584,7253,8037,6110,4108,3288,3994
"ENSG00000105329",701,2201,1738,889,841,715,927,1448,691,728,1008,933,1069,1036,738
"ENSG00000142046",210,182,86,103,132,243,242,194,101,46,75,57,271,115,152
"ENSG00000077348",461,639,887,288,463,335,157,301,249,502,416,391,179,128,90
"ENSG00000248098",449,588,544,556,535,512,327,457,361,604,495,546,406,246,207
"ENSG00000177191",516,676,904,227,627,732,419,356,445,266,349,402,652,292,403
"ENSG00000105341",846,823,963,632,612,596,306,606,458,685,1041,817,558,437,430
"ENSG00000142039",1163,1653,1803,1028,1106,1223,935,946,760,985,749,791,1190,835,846
"ENSG00000123810",90,105,53,73,112,88,91,94,33,116,128,123,106,65,45
"ENSG00000105369",22,131,54,38,126,5,53,117,25,37,177,14,125,692,215
"ENSG00000007129",7,36,21,0,8,0,19,11,0,0,21,0,0,43,10
"ENSG00000105352",0,12,0,5,0,0,0,0,2,0,4,0,0,8,0
"ENSG00000007306",291,398,1773,863,14625,5853,4721,6265,7252,1916,5153,2203,2447,11174,3888
"ENSG00000105388",54937,70111,123346,79911,56760,31182,17513,86011,36463,89112,41544,70090,7975,32285,32691
"ENSG00000170956",15,33,27,8,8,5,9,33,17,2,25,0,217,41,152
"ENSG00000086548",16833,37024,75929,26697,31426,5259,2161,18053,6257,32203,16581,26049,721,10332,11166
"ENSG00000273111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000105372",19537,16555,36731,10038,18278,6261,4653,17757,9745,21132,38683,32001,6523,5744,4302
"ENSG00000028277",111,307,124,94,291,156,275,105,142,18,229,43,269,527,350
"ENSG00000105404",219,662,502,305,451,368,283,287,292,347,759,444,478,491,456
"ENSG00000105409",9,59,58,16,8,0,11,12,10,6,174,9,25,29,27
"ENSG00000105737",6,33,12,9,5,13,42,14,28,4,8,0,189,53,14
"ENSG00000105732",598,795,1006,495,532,626,373,563,477,554,645,471,494,397,316
"ENSG00000076928",3113,8081,5181,4136,3054,6681,6830,3677,3719,2507,1731,2166,10941,4807,4951
"ENSG00000268041",5,51,43,13,29,45,41,12,13,16,9,8,177,47,73
"ENSG00000160570",334,577,687,353,668,615,563,590,377,544,474,486,415,329,453
"ENSG00000105723",1083,1662,1560,822,1024,686,508,1241,764,1200,1429,934,692,542,900
"ENSG00000105722",1048,1584,2208,931,951,961,825,543,644,786,1004,639,1594,558,592
"ENSG00000167625",885,1665,1372,903,833,1106,879,653,677,732,543,640,976,667,733
"ENSG00000167619",26,30,24,0,0,12,2,8,6,4,9,5,16,2,5
"ENSG00000079432",2446,3821,2884,3023,2195,3896,3250,3164,2026,2785,1213,1702,4984,2452,2761
"ENSG00000079462",436,388,982,133,251,183,99,306,216,270,483,355,147,125,121
"ENSG00000188368",35,33,111,10,7,13,2,15,4,30,6,31,2,10,2
"ENSG00000105427",11,5,6,0,13,0,0,4,6,10,77,3,0,5,8
"ENSG00000105429",1989,3854,2435,1529,1438,2761,2938,2418,1689,1627,1907,1629,4369,1396,1809
"ENSG00000204936",10,127,18,14,45,757,744,460,3040,67,52,159,1436,4292,67
"ENSG00000243130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243137",0,0,5,0,0,0,0,0,10,0,0,0,0,0,0
"ENSG00000183668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000131126",2,0,3,2,0,7,32,6,26,4,20,32,0,3,0
"ENSG00000079435",191,385,598,224,119,212,164,166,215,141,82,91,172,129,180
"ENSG00000189377",4,28,6,0,0,0,0,0,2,0,6,0,0,0,0
"ENSG00000079385",4464,6285,13049,6896,6650,4366,6484,7729,6572,4232,2096,3060,1202,10105,14626
"ENSG00000124469",4,2,19,12,18,15,5,14,0,20,29,13,0,5,8
"ENSG00000105771",1630,2369,1940,1478,1400,1680,1376,1190,1092,1107,1054,672,1612,930,1017
"ENSG00000124466",6,180,27,20,0,7,0,17,9,10,14,14,22,24,0
"ENSG00000176531",437,929,559,390,304,944,725,596,620,292,259,226,1645,1111,2000
"ENSG00000176472",55,161,54,118,192,233,223,54,108,97,40,40,226,204,432
"ENSG00000073050",865,912,1032,722,567,876,550,727,707,948,500,563,932,543,499
"ENSG00000234465",15,60,15,9,16,2,7,10,10,6,13,4,40,8,2
"ENSG00000167378",2540,2818,2860,1290,1486,799,913,1781,958,1753,2349,1871,929,928,663
"ENSG00000124444",378,567,379,327,344,277,356,329,272,365,476,363,313,259,231
"ENSG00000226763",19,83,19,34,29,75,70,24,48,14,7,10,35,17,34
"ENSG00000105767",187,152,416,57,24,31,39,212,121,112,315,189,56,69,18
"ENSG00000011422",1251,1267,1842,1432,501,747,648,2737,641,712,481,458,477,851,512
